Ref,Val,Package,PosX,PosY,Rot,Side
"R10","4.7k","R0603",28.600000,72.450000,180.000000,top
"R11","4.7k","R0603",30.200000,78.350000,-90.000000,top
"R14","4.7k","R0603",23.600000,8.400000,-90.000000,top
"R35","10k","R0805",94.750000,90.500000,0.000000,top
"R36","10k","R0805",94.750000,88.000000,0.000000,top
"R37","10k","R0805",94.750000,85.500000,0.000000,top
"R38","DNP","R0805",98.200000,90.500000,0.000000,top
"R39","DNP","R0805",98.200000,88.000000,0.000000,top
"R40","DNP","R0805",98.200000,85.500000,0.000000,top
"U1","TLE9201SG","Infineon_PG-DSO-12-11",9.000000,17.500000,0.000000,top
"U2","TLE9201SG","Infineon_PG-DSO-12-11",15.625000,8.040000,0.000000,top
"U3","MPX4/MPXH6400_MAP","MPX-4_MAP",76.013250,64.000000,-90.000000,top
"U5","JDY-33","JDY-33",92.650000,21.125000,180.000000,top
"U7","VNLD5160TR-E","SOIC-8_3.9x4.9mm_P1.27mm",25.325000,76.865000,180.000000,top
